Name,SD1,SD2,C-1,C-2,C-N-1,C-N-2,N-1,N-2,CS1,CS2,HS1,HS2,OSMO1,OSMO2,OXI1,OXI2,PH1,PH2,UV1,UV2
abgT,4510.87,3432.14,2294.71,3395.18,4350.32,4415.23,3870.04,4434.3,4179.43,4170.19,3707.24,4201.67,4355.91,3192.23,3999.82,4447.89,2946.77,5724.21,4507.61,4170.66
abrB,4419.465,6678.25,4740.735,5324.625,5223.03,5305.525,5970.265,5293.62,4458.7,4354.47,4727.76,4910.005,4811.985,4473.925,5416.29,5324.405,4486.28,4761.13,4795.345,4149.625
accA,3105.95,2397.97,3757.35,3687.35,3506.63,3629.8,3820.38,4413.92,3759.33,3247.96,3194.72,3147.63,4045.97,4062.18,3338.11,3477.48,3897.61,5435.18,3099.73,2853.26
accB,3818.62,1993,2030.73,3143.27,2803.06,3153.07,4141.99,3672.24,4936.11,2730.73,2879.8,2918.65,3753.68,3983.89,3326.28,3051.93,8435.89,3023.79,3396.36,2277.81
accC,2143.2,1642.12,3095.6,2463.52,1593.19,1798.09,1863.98,2182.34,2478.61,1485.99,1511.38,1301.89,1664.92,2482.11,1585.41,1632.95,3154.72,2979.97,2512.11,1428.13
accD,3167.08,2553.86,5862.63,2384.96,3629.1,3966.92,2659.63,2878.48,2287.44,3155.86,2282.77,2786.74,2010.39,2583.47,2650.12,2579.99,3999.97,3657.17,3473.2,3295.37
aceA,5073.9,5604.81,3373.285,5513.995,5472.235,5957.55,6303.715,6476.495,5715.685,4889.605,6073.015,5890.74,9871.995,15479.885,6446.44,6323.81,7990.88,4202.805,6349.965,5774.59
aceB,5584.51,5278.515,4784.885,5880.185,6400.675,5639.945,5908.52,5344.78,6052.96,5897.015,5402.11,5284,9713.62,15672.99,5594.155,6053.415,10612.655,4425.745,6872.955,5708.73
aceE,3920.775,3109.095,3091.78,3774.295,2992.965,2620.73,3937.035,3886.655,4700.04,5355.435,2262.34,1958.6,2698.92,5978.46,2928.405,2829.81,8290.48,4539.595,3569.065,2648.6
aceF,2008.395,1123.965,1164.16,1818.07,1235.265,1134.235,1525.45,2248.48,2225.75,1367.29,944.05,881.665,1248.64,2344.17,1110.75,968.04,2195.01,3064.43,2369.46,1061.235
aceK,3391.74,3127.09,4298.28,3618.38,3784.455,4214.235,4089.255,3705.83,3640.49,4225.69,4184.03,4013.465,3888.195,6071.77,3542.205,3277.39,4152.36,4456.92,3831.665,3791.235
ackA,3984.09,3398.49,3602.51,3872.43,3363.05,2188.99,3040.27,4743.6,4216.43,2655.27,2032.64,1987.55,2823.85,4601.73,2667.99,2114.47,8173.75,5455.63,3113.8,2884.02
acnA,4111.01,5126.02,4269.56,4775.99,5627.5,5524.41,5354.79,4910.9,5003.22,4835.94,5413.19,5114.57,4362.13,10298.93,5279.22,5372.58,5540.19,5011.77,4385.94,5289.56
acnB,5367.09,4531.51,4543.68,4687.66,4117.77,3815.47,5226.03,5213.66,5409.99,4479.4,2827.17,3114.76,4340.23,6165.25,3887.79,3890.01,5229.29,4098.64,5266.87,4056.65
acpH,5988.13,5268.77,7717.38,5361.97,4253.85,3436.76,4460.28,6113.1,6366.85,2994.11,3826.42,4200.46,4156.24,4681.09,4760.8,3752.6,3485.18,4108.54,5067.32,4335.28
acpP,4175.79,3919.385,5091.245,4511.61,2305.64,2414.965,2903.45,4263.79,4116.67,2492.65,2494.36,1762.285,3041.52,5388.84,2474.85,2050,10302.275,5520.145,4424.995,2744.09
acpS,1958.98,759.86,4881.56,1483.04,1076.12,1161.59,993.53,2044.92,2012.4,1306.46,1696.21,1377.32,1228.82,1744.93,1140.16,1413.33,1192.88,1642.49,1547.29,827.2
acpT,5382.24,5949.98,2998.77,4804.31,4277.36,4115.59,5092.83,4696.4,5641.23,4149.65,5061.78,5230.91,4722.95,4970.09,4936.92,4613.1,4252.96,4319.69,5273.92,4005.52
acrA,5543.49,3469.27,1974.95,3573.19,3145,2833.3,3373.6,3420.99,4817.2,3090.29,3035.24,2753.28,2996.62,4308.02,2646.36,2691.11,5173.89,3018.8,4364.42,3231.12
acrB,3183.555,3050.71,2549.285,2882.42,3009.625,3230.145,2987.305,2464.405,2722.915,3346.97,3562.895,3492.46,2688.16,2717.85,2833.41,3235.635,2892.48,3411.865,3011.73,2941.54
acrD,4559.2,4279.885,3954.35,4200.85,3915.93,3990.1,4595.1,4664.24,4558.845,3845.495,4333.255,3928.015,3984.93,3789.5,4488.825,4080.595,3344.3,3808.58,4473.67,3625.96
acrE,3010.345,3531.455,3404.085,3726.755,3755.115,4766.245,3852.29,4308.72,4183.17,4947.195,4993.115,4126.605,4571.505,3540.805,4219.72,5162.69,4313.815,5096.105,2729.235,3991.665
acrF,4029.14,4448.19,3830.29,5243.15,5135.79,5072.08,5618.49,5875.75,4451.04,4997.21,5079.3,4714.79,5361.97,4296.23,5219.95,5469.51,4746.13,5880.67,4435.82,4279.96
acrR,2324.74,1327.33,4331.35,1739.01,1415.2,1798.63,1360.3,2412.69,2844.17,1828.63,1356.43,1273.21,1390.74,2409.77,1391.69,1021.63,1763.24,2242.15,2247.21,1353.29
acs,5549.44,3995.09,1720.14,4283.41,3966.04,3349.02,4641.8,5618.73,6100.55,3609.65,5042.79,4354.76,5055.58,9022.49,3976.33,3705.97,3262.86,3021.6,4191.96,3264.02
actP,3892.335,6373.14,2847.87,5328.775,7313.93,7239.565,6287.945,4921.715,4735.51,8978.34,9001.255,8258.77,8070.46,7103.1,7401.735,7447.67,5605.765,3873.715,4008.655,6791.92
ada,3649.75,1865.68,4427.01,2241.88,2907.68,2312.37,2860.34,2560.94,2951.84,1505.45,1596.07,2266.24,2845.97,2073.09,2524.47,2011.33,2849.3,3320.4,2927.62,2617.43
add,3713.81,3797.27,4544.28,3775.37,4664.75,4867.2,2955.53,4867.59,3579.14,4049.45,2623.11,3415.01,4394.89,4214.5,4688.06,4548.06,5160.6,3952.89,3755.01,4464.42
ade,8068.24,8420.88,4901.29,6784.22,7995.6,8018.04,8035.57,8560.2,9813.25,8654.38,9162.16,9927.85,9135.74,7396.96,8784.86,8719.05,6844.04,4820.9,7604.77,9060.02
adhE,4271.06,3511.12,2879.25,4722.66,4356.58,3718.43,4028.54,5168.31,4261.74,4425.28,3104.04,2865.89,3644.5,7921.12,3569.52,2599.08,8336.92,3709.42,4182.29,3304.03
adhP,9236.61,9471.22,3578.64,9489.76,9920.65,9367.72,10592.44,9458.04,7925.26,8168.13,9909.49,10048.01,9166.3,8757.6,9059.7,8132.45,8351.96,1541.7,7919.78,9189.19
adiA,5011.77,3189.6,3827.6,3383.1,3457.89,3233.7,3502.68,3488.58,4747.91,3649.27,3755.01,4026.98,3351.59,3322.52,3305.31,3185.4,2757.6,3774.57,5027.91,3755.19
adiC,7229.3,9373.98,2924.36,10019.93,8970.79,11610.88,8953.16,9603.84,7100.67,11950.79,11780,12648.58,12766.23,10725.94,10639.51,12687.18,9028.63,6084.28,7066.89,11738
adiY,2894.23,3622.7,3223.67,2994.75,3360.34,3691.34,2132.14,2723.33,3515.09,4700.26,4564.34,4506.49,3359.13,2758.34,3309.12,4119.44,3055.52,7147.33,3464.93,4689.63
adk,4717.97,4090.72,3057.6,4279.96,4068.4,4334.9,4975.85,4004.55,4784.09,4473.52,3947.89,4246.03,4661.32,5440,4457.03,4362.61,6525.68,1122.48,4946.92,3887.11
adrA,5557.99,7008.81,3356.96,5620.03,5673.5,7704.2,6045.86,4324.58,3868.17,7766.1,7341.08,7593.09,6431.62,6533.94,7419.82,7414.52,4575.77,4306.83,5475.32,7827.76
adrB,4081.445,3908.415,3489.235,3258.255,3804.91,4063.145,4403.84,3639.485,3366.02,2701.24,3730.33,3537.86,3367.88,3213.7,3728.295,3630.405,3645.445,5417.245,4770.37,3499.825
aegA,4532.29,3864.05,3291.66,3676.46,2990.74,3266.64,3142.19,3885.37,4008.8,2820.69,3072.71,2915.35,3421.97,3601.68,3221.69,2783.36,2774.77,3952.89,4775.6,3621.11
aer,4185.93,7074,4437.7,5080.66,4917.72,5419.85,5658.61,4252.96,4139.52,6394.9,7285.02,6140.4,5692.58,4638.1,5391.29,6588.3,3867.84,5656.13,5006.36,5018.57
aes,5614.27,5078.07,1278.03,4615.9,7058.77,7082.29,4666.01,5474.67,5334.8,7204.95,7030.54,5342.7,5441.85,4585.68,5764.37,6601.19,4554.54,3954.84,4548.06,5970.54
afuB,7622.75,8457.94,2522.79,8011.56,6915.05,8140.65,7643.3,9795.47,9225.34,7602.92,7722.57,9156.8,7412.61,8633.93,7793.81,7279.85,6515.75,7260.04,6444.44,8588.05
afuC,3057.435,3517.5,3531.535,2800.885,2011.325,2547.26,3210.98,2759.415,2939.385,2441.015,3470.715,3010.175,3117.15,2724.01,2665.055,2628.07,2314.54,4409.155,3266.035,2319.19
agaA,5814.39,7491.71,4759.86,4897.12,5394.69,5813.17,6298.44,4902.59,6876.71,5041.56,6028.75,6067.75,6347.8,5231.71,6759.05,6868.8,5187.48,3060.59,4821.29,4724.32
agaB,2228.595,2908.9,4774.945,2642.78,2759.325,3226.32,2217.585,2664.51,2596.28,3495.395,3680.11,3227.76,2749.085,2282.88,2567.035,2944.115,2059.145,3411.67,2711.515,2687.405
agaC,4160.8,3026.36,4973.025,2917.345,2696.365,3122.52,3215.325,2960.015,3823.065,3008.06,3351.38,3438.62,2714.165,2942.415,2858.01,2865.96,2858.67,5673.845,4044.7,3136.375
agaD,3907.1,4920.455,1431.085,4121.08,4689.22,5135.475,4283.48,4186.37,4074.565,4779.185,4183.19,4183.555,4619.62,4192.21,4352.15,4959.31,3712.81,5743.93,4666.43,5107.025
agaI,4884.32,4500.25,4414.43,4012.35,4362.96,4876.14,3862.31,4231.21,4583.17,4500.84,3540.76,3630.75,5759.81,4305.58,4773.6,4790.24,3956.99,5613.89,4336.34,4698.95
agaR,4927.73,4010.42,3398.835,4173.08,4068.51,3297.34,4001.605,4474.055,6471.895,3629.5,3939.25,3506.445,3063.445,3102.825,3653.005,2976.845,4374.01,4329.135,4773.35,4263.09
agaS,6772.35,4436.52,4420.21,4274.82,4704.15,5427.63,4993.63,4992.28,7314.56,5692.89,5058.37,6023.44,6157.93,4003.36,6001.74,5984.62,3888.98,4228.7,6231.49,4851.73
agaV,7301.76,4795.03,3207.58,5695.86,5119.13,5822.52,5804.25,4945.54,7187.66,5765.84,5796.91,5468.09,5033.75,5440.89,5361.61,4830.34,5146.08,3463.59,5824.49,5976.14
agaW,7131.25,7580.18,6255.3,6046.51,5394.69,6247.87,7510.26,7825.32,6876.71,5041.56,6028.75,6568.44,7101.05,5790.32,6947.93,6868.8,5689.44,1024.71,8744.85,6534.1
agp,3826.02,4461.79,3487.62,4136.63,5201.7,5654.26,4545.21,4612.39,4067.58,5144.55,4377.71,5531.02,5459.18,4773.3,5101.16,5774.85,4010.8,5572.86,3549.21,4794.1
ahpC,4502.52,3069.33,3147.36,3068.1,2626.1,2399.99,2285.97,3862.91,4848.44,3499.65,2699.04,2240.84,2964.94,4086.47,2216.74,2242.84,4950.86,1356.28,3589.75,3087.19
ahpF,3380.71,3411.09,3372.05,3402.765,2966.515,2774.135,3043.95,3161.17,3044.095,2904.355,3332.185,3139.26,3089.435,2695.17,2651.845,2937.335,4164.31,3553.565,3456.46,3399.77
aidB,4352.49,4118.39,3898.505,4748.11,5396.08,4152.705,3760.175,4022.865,5031.07,4196.52,4892.575,4433.305,5120.955,5213.955,4895.68,4782.405,6376.765,6445.445,4214.16,4923.195
ais,5612.985,5546.595,5832.755,5527.45,5346.095,5502.13,5047.545,5298.98,5882.26,5544.465,4436.49,4530.93,4793.57,5655.23,4751.4,4495.605,5011.66,5451.345,5213.855,5823.74
alaA,3817.7,4217.8,6342.74,3995.93,4467.57,4806.79,4416.76,4131.56,3896.39,4643.87,4390.99,3965.52,4863.51,3844.9,4411.38,4043.57,4445.45,3076.6,3878.7,4798.43
alaC,4163.46,7915.15,4018.35,6289.63,7356.27,8105.07,7597.08,4109.46,4425.28,7556.06,7130.76,7839.04,7792.03,7041.11,7420.69,7579.65,6391.94,7131.13,4032.74,7270.78
alaS,5676.14,4515.84,3848.49,4978.29,4135.17,4371.19,4378.06,4740.52,4840.9,4652.21,4501.99,4564.06,4339.59,4661.58,4235.52,4029.58,7115.58,3373.4,5183.41,4134.9
alaT,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
alaU,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
alaV,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
alaW,3281.68,1216.405,395.79,2259.875,1903.72,1833.535,1276.28,2238.55,2691.66,1327.22,1628.665,1565.065,1307.61,1720.25,1404.33,1353.23,853.24,3502.63,2211.565,1940.445
alaX,1090.45,1050.26,5123.53,1033.03,763.27,968.86,733.15,1819.15,1190.1,1187,990.32,766.61,658.64,1347.91,572.62,1015.76,571.71,4547.25,1318.05,648.98
aldA,4760.015,5962.37,3430.765,5305.3,6885.815,6765.92,5349.055,5421.095,4307.71,6023.35,6516.605,6582.74,6926.16,7240.9,6231.065,5955.19,4831.335,4179.005,4268.755,5924.115
aldB,4180.93,4690.755,2738.805,3724.115,4071.36,3600.255,4553.365,4135.11,4431.34,5260.125,5538.635,4714.04,5268.84,4805.82,4339.145,4551.09,4120.02,5267.465,4237.54,4226.84
alkA,6215.78,6379.485,2088.41,6220.95,6407.225,5762.695,6740.025,6695.255,5756.295,5308.835,5751.15,5511.125,6846.765,6081.935,6557.54,4985.75,5321.575,5904.715,5607.45,5719.69
alkB,4142.715,4509.635,3430.165,4478.075,5639.64,6462.695,4768.885,3969.415,2480.75,5584.12,5609.32,6308.98,5831.84,3991.285,5492.365,6168.245,3902.625,2581.705,4429.325,5437.755
allA,5792.84,6277.145,3752.27,5950.975,5512.245,5761.005,5269.145,6071.225,5608.385,6698.02,6431.685,6200.27,6789.105,6517.3,5918.645,5556.15,5311.725,6157.215,4432.25,5091.98
allB,4357.43,3095.22,3521.465,3279.76,3222.04,2841.825,3545.03,3786.435,3641.89,3333.63,3584.885,3603.36,3760.765,3678.525,2889.39,3182.85,2626.425,2025.485,3755.315,3259.105
allC,8114.515,7134.025,1635.74,7298.575,7037.335,5800.765,5725.155,6948.285,7520.87,6946.305,6676.895,6860.92,7522.615,7479.82,6815.715,6484.585,5572.135,6047.805,7845.91,6698.025
allD,4463.21,3385.21,4650.79,3216.25,4668.19,4364.94,2961.93,3902.64,4376.81,4551.5,4065.55,4026.37,3690.73,3203.9,3137.5,3778.46,2838.18,4334.48,3799.88,3631.95
allR,4023.33,3591.17,5206.47,3761.78,2776.08,2747.72,2902.85,3009.54,3755.01,3032.09,2832.62,3159.08,3276.04,4242.32,3165.2,2573.07,3746.6,4339.59,3926.69,3619.67
allS,2958.305,2434.57,5384.41,2521.975,2241.36,1908.885,2280.455,2676.89,2803.24,2874.24,2601.005,2859.57,2410.08,2542.09,1891.28,2900.66,2238.23,3678.39,3132.96,2442.17
alpA,5152.78,6713.47,1851.08,8660.96,6475.76,6778.43,5973.63,7534.17,5920.58,7726.16,6957.46,7082.9,6843.29,7477.84,6455.52,8339.66,7878.08,9821.25,6446.59,7249.16
alr,5555.26,4307.17,4409.75,4738.69,4954.37,3180.29,4718.82,4476.94,5940.91,3956.3,5042.48,4628.73,4003.92,4525.3,4539.38,4253.27,4426.48,5120.38,5265.16,4194.94
alsA,7007.03,5067.7,2420.87,5147.77,4259.44,4544.13,4838.78,5042.94,7384.79,4882.93,4732.7,5649.24,5877.92,5670.77,5197.77,5188.49,5123.53,6595.57,5679.95,5440.53
alsB,5569.415,5440.6,4752.7,5143.045,4977.5,4324.03,4912.28,5665.955,5970.4,5177.77,5059.48,5979.505,5301.42,5194.585,4331.765,4560.02,4518.45,6133.23,5892.31,4681.23
alsC,7750.09,7135.8,5027.72,7164.38,7469.51,7883.81,6725.82,8022.17,8598.32,8780.39,8308.07,8723.23,9274.01,6636.43,8033.35,8020.92,6310.73,3414.69,8304.92,7825.04
alsE,8038.84,10213.57,4489.115,9726.665,9454.92,9825.97,9352.22,7643.51,7378.175,10032.365,11807.425,12650.235,10741.165,10644.635,10063.975,9787.65,6907.245,5520.695,9089.15,11079.47
alsK,9525.86,12849.16,6678.585,11742.135,10759.93,10882.135,11961.545,11674.57,11026.155,11429.68,11875.87,13029.145,12189.815,12437.54,13058.77,10818.735,8609.27,5396.95,9774.59,12426.745
alx,5194.26,5574.4,3263.61,5102.52,5917.67,5547.785,5898.215,7046.565,5748.515,6427.495,6607.89,6110.705,5962.78,5030.585,5999.84,6126.665,3658.515,5059.89,4898.345,6185.065
amiA,4317.24,2502.75,3362.52,3189.76,2702.91,2605.44,2193.6,3480.98,4067,2390.85,2564.75,2856.11,2558.4,3566.71,2265.38,2720.59,3014.51,4417.75,4242.32,2748.59
amiB,3961.2,5379.31,4637.88,5039.8,4630.67,4991.05,6337.68,4797.17,4294.31,4383.13,4512.04,4809.01,4909.79,4465.77,5607.01,5146.93,5190.13,4630.16,4680.16,4474
amiC,4494.17,3752.95,4380.19,3881.96,3652.62,3208.21,3195.62,3788.46,4732.53,3925.86,3890.01,3898.94,3571.4,3751.87,3394.43,4258.11,3564.75,6042.8,4868.07,4172.35
amiD,3279.47,3109.83,6891.8,2188.71,2931.61,2588.39,3691.08,3157.91,3056.89,2517.21,2993.55,2777.66,2379.09,2646.18,2750.37,3017.65,2489.58,3589.66,3294.19,2599.54
amn,4465.77,6271.51,4355.7,5258.62,6112.64,5582.34,7041.58,3944.06,3986.3,5961.11,5843.39,5266.87,5696.36,6131.6,5437.94,5063.12,6399.39,5082.64,4672.22,6052.9
ampC,5606.15,8831.795,2723.01,6815.985,8260.865,7759.935,8665.99,8395.195,7121.235,7450.4,7769.035,7792.155,9284.745,8054.38,8412.73,8708.45,7947.035,8631.59,5898.975,7257.99
ampD,4139.24,7802.23,1489.06,6777.98,5341.99,5995.71,7026.1,6312.62,5484.29,5848.4,5380.4,5068.75,5526.31,5955.5,7044.62,5931.21,5996.48,3096.17,4730.31,5880.67
ampE,4448.94,8041.63,6920.29,8235.09,7342.69,7157.23,7610.52,7386.97,4984.62,7302.99,7145.37,6108.06,7942.86,7569.43,9221.13,7781.63,4682.66,6745.83,4940.84,7111.8
ampG,5442.43,6576.95,5227.53,7000.65,5988.67,6241.79,6580.75,5786.83,5848.4,5855.74,5287.1,5680.23,6093.01,5457.17,5547.02,5784.63,6914.76,5918.69,6372.68,5863.15
ampH,5721.085,5530.985,3261.12,4907.965,4604.585,4321.315,6205.985,4662.62,5515.245,4663.085,5545.58,5169.905,4557.305,4641.06,4992.595,5217.615,4756.035,3441.7,5223.1,4779.725
amtB,7361.45,12723.53,5267.51,10820.27,14546.88,15845.18,11861.52,9870.47,7985.9,16523.09,15303.35,15969.16,14575.66,10779.29,13361.76,15791.09,9039.16,5924.18,7498.55,16139.18
amyA,4916.28,8527.65,3940.49,7163.05,7451.79,8205.36,6974.35,7332.1,4765.02,7673.18,8840.45,8969.78,8702.18,7592.84,8979.41,7762.21,8163.79,2029.23,5487.43,7840.24
anmK,3994.18,3987.9,3656.355,4993.8,4700.84,5961.155,4995.17,3473.985,3724.205,4993.335,3663.46,3861.07,5194.315,4341.445,4394.515,5358.155,3062.47,4975.61,3623.52,4182.18
ansA,4661.295,4788.615,4024.35,5243.74,5100.975,4013.315,5329.575,4731.31,4757.34,4083.295,3858.255,4245.155,5484.3,4743.97,5197.285,4441.99,4982.65,4609.28,4906.185,4471.72
ansB,5943.845,4675.76,5413.54,4848.51,4150.615,3008.695,4656.93,4774.535,5714.195,4493.77,3908.75,4477.555,4537.61,4898.68,4456.165,3606.48,6988.07,5924.17,5992.48,4234.095
ansP,5763.88,6553.36,4785.13,5715.41,4877.195,5593.445,5093.105,5601.415,4785.465,4414.41,5421.85,5778.555,5349.15,5192.265,5538.09,4722.17,3940.1,2438.965,6025.39,5208.925
apaG,4879.79,2782.78,777.99,3613.4,2465.69,2152.6,3084.73,4072.23,4615.58,2565.53,2614.58,2550.98,2140.36,3259.12,2531.38,1608.93,4060.54,3397.81,4509.62,2432.59
apaH,3928.245,4006.26,1730.255,4181.68,4011.64,4484.115,3677.305,4336.665,4489.805,3947.375,4865.63,4549.695,4576.6,3216.085,4370.135,4960.39,4634.21,6828.53,3405.74,3962.39
apbE,6202.12,4786.455,2987.57,6164.17,6914.295,6542.115,5388.74,6433.215,6141.995,5626.785,5565.905,6403.445,6126.86,5377.07,6419.07,6340.805,6171.82,5066.43,5824.27,6238.925
aphA,4112.445,3792.94,2210.905,3771.16,4197.51,4520.36,3403.71,3715.485,4384.235,5442.83,3544.025,4600.815,4605.9,4185.655,3977.525,4705.7,3956.6,2232.125,4020.655,4639.975
appA,3290.295,2785.845,2751.75,2976.86,2683.615,3195.135,3762.37,3550.66,3039.525,2640.89,2655.2,2480.805,3147.355,3083.99,2854.475,2672.105,6487.215,3513.705,4071.795,2780.66
appB,5055.915,6192.465,2116.475,6015.46,6099.71,7226.36,5745.65,6182.555,4387.375,6708.01,5889.655,6302.645,8470.41,6235.96,6959.825,6585.46,12535.71,6168.28,5904.365,6009.22
appC,4493.66,5076.175,5313.735,5225.065,5498.015,4956.47,5343.335,4314.9,4366.235,5458.22,4723.64,5050.275,5885.045,4523.43,5762.205,5150.25,11533.015,4753.58,4007.35,5273.255
appY,1370.21,773.2,1552.845,937.62,668.77,1056.7,510.845,1346.635,1294.635,1132.22,816.375,874.19,759.92,1055.13,694.67,485.415,1077.545,997.295,1581.985,1332.9
apt,6655.32,8483.16,5185.33,7939.21,7616.93,7899.05,8642.14,7774.99,6936.53,7036.72,7194.84,7004.08,7321.46,6826.97,7791.8,6454.86,11094.84,5257.33,7547.2,7421.42
aqpZ,3959.69,5022.74,2478.985,4672.27,5889.02,6828.18,5152.655,4519.415,4047.355,5876.925,5767.895,5942.05,6232.115,4681.845,5840.17,5884.18,5093.97,6489.26,5303.295,5199.435
araA,5456.45,6850.5,3496.85,6309.595,6836.17,6777.245,8947.675,6076.595,6425.255,6213.895,5688.28,6365.31,7643.83,5066.125,6481.76,6584.42,4766.54,5302.57,5276.405,6118.625
araB,3990.15,3018.57,4461.64,3713.99,3756.72,2641.48,4250.27,3867.25,4830.56,2958.53,2909.77,2874.15,3421.09,3461.79,3379.43,3129.39,2971.08,5062.88,4353.45,3065.4
araC,6367.24,9396.265,4001.46,8381.38,7914.13,7735.995,9791.86,8312.45,7845.86,7610.225,8555.81,8343.555,9031.675,7960.28,9542.65,8406.66,7332.475,2916.335,7367.18,8291.535
araD,2529.78,2623.185,3442.305,2019.83,2425.205,2056.49,2701.335,2030.83,2676.42,2051.59,2638.53,2154.63,2042.955,1711.35,2131.075,2498.85,2171.4,2231.28,2699.945,1893.43
araE,4434.63,5596.61,3944.395,5042.35,3753.53,4321.76,4574.435,5339.375,5047.985,5082.41,4043.77,3889.565,4435.345,5961.915,4534.79,4811.425,4008.955,3366.54,4433.67,4196.405
araF,4711.43,4576.39,4076.025,4627.445,4912.395,4300.955,3952.89,5079.56,4147.535,3984.99,2254.945,3219.04,4491.065,5772.805,4145.67,3435.35,3500.02,6399.84,4339.97,4830.75
araG,4637.24,5728.32,3218.58,5216.84,4579.49,6144.74,4716.35,4601.91,3740.77,4667.65,4679.16,5404.51,5554.67,5592.77,5672.62,4739.41,4685.54,3477.86,4673.48,5450.11
araH,7564.66,12079.82,3843.03,11079.945,13857.595,12748.37,10154.86,9401.035,7312.04,13541.185,13596.59,13857.785,12979.545,12278.145,12334.575,14613.665,10326.495,6844.965,7429.98,12508.905
araJ,4471.59,6590.77,4028.8,4927.28,5471.18,5033.33,6126.35,6917.39,5340.28,5853.59,6217.55,6410.89,5964.67,5804.86,5859.9,5766.25,4768.62,6710.36,5305.59,6882.88
arcA,3348.255,3770.95,2630.775,3072.27,3978.045,3332.805,4280.1,3287.395,3490.845,4275.075,4118.895,4468.33,3762.465,3578.845,4088.335,4493.22,3644.25,4156.035,3318.44,4523.825
arcB,3792.09,3863.16,5198.27,4259.77,4134.34,3865.23,3935.38,4361.16,4575.28,4214.1,3725.78,4100.7,4064.45,4209.89,3913.85,4078.7,4015.77,5147.24,3640.72,3939.7
arcZ,2374.46,3863.16,4287.79,4675.6,4134.34,2921.03,3357.65,3905.52,3094.45,3602.95,3787.42,3511.12,3541.9,4553.18,3369.9,3143.78,3227.84,7327.53,2674.4,3144.62
argA,4351.39,4433.45,4268.54,4217.8,4007.84,4007.84,3762.83,4059.16,4172.97,4022.87,3888.44,3869.88,3926.15,3976.52,3743.76,4413.17,4361.35,5728.12,4138.75,4220.67
argB,2657.62,5185.51,5338.8,4460.28,4258.11,5414.15,5284.58,3700.79,3765.49,4679.16,5522.61,5288.73,5333.88,4779.53,5084.22,5170.91,4676.89,6025.6,3462.21,4023.33
argC,3834.53,4330.01,3196.65,5638.68,4163.64,4997.21,4380.19,4783.74,5476.07,4442.34,5350.43,5129.64,4375.62,4643.66,5025.28,5589.69,6102.03,4779.21,4768.18,4034.21
